Study ID,First_Authors,year ,Animal model ,Strain/Breed ,Group,Sample Size,Age,Age Unit,Sex ,Serum IGF-1,IGF-1 Unit,Body Weight,BW Unit,Femur length,Length Unit ,Bone Mineral Density,BMD Unit,IGF-1 Measurement Method,Location ,Captive/wild animals,Lab/Field Setting,Study Design
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-38,,,,Female ,119.3,ng/ml,15.41,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-39,,,,Female ,119.31,ng/ml,15.39,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-40,,,,Female ,119.35,ng/ml,15.31,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-41,,,,Female ,119.35,ng/ml,15.31,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-42,,,,Female ,119.36,ng/ml,15.29,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,HG Chicken,8,7,days,Male ,11.08,ng/ml,110,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,HG Chicken,8,13.93,days,Male ,18.06,ng/ml,210,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,HG Chicken,8,27.79,days,Male ,20.05,ng/ml,570,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,HG Chicken,8,42.14,days,Male ,25.89,ng/ml,1060,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,HG Chicken,8,83.93,days,Male ,23.81,ng/ml,2770,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,LG Chicken,8,7.14,days,Male ,8.18,ng/ml,60,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,LG Chicken,8,13.93,days,Male ,11.31,ng/ml,100,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,LG Chicken,8,27.86,days,Male ,13.45,ng/ml,200,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,LG Chicken,8,42.07,days,Male ,18.14,ng/ml,310,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
6,Beccavin,2001,Chickens,Divergently selected for high (HG) or low (LG) growth rate,LG Chicken,8,84,days,Male ,23.86,ng/ml,1040,g,,,,,Radioimmunoassay (RIA),France ,Captive ,Lab,Longitudinal and nutritional studies
